ID,Cutting speed vc [m/min],Spindle speed n [1/min],Feed f [mm/rev],Feed rate vf [mm/min],Power Pc [kW],Cooling [%],Material,Drill Bit Type,Process Time [sec],Main Failure,BEF,CCF,FWF,WDF
6054,22.21,589,0.156,92,77.14,25,P,N,35.92,0,0,0,0,0
6055,30.49,809,0.282,228,262.3,100,N,W,17.99,0,0,0,0,0
6056,30.43,807,0.285,230,263.64,100,N,W,19.5,0,0,0,0,0
6057,17.03,452,0.221,100,64.1,25,K,H,32.91,0,0,0,0,0
6058,22.92,608,0.173,105,91.15,50,P,N,34.58,0,0,0,0,0
6059,22.77,604,0.198,120,102.86,50,P,N,34.3,0,0,0,0,0
6060,17.24,457,0.238,109,70.77,50,K,H,33.58,0,0,0,0,0
6061,22.21,589,0.163,125,80.34,25,P,N,34.97,0,0,0,0,0
6062,17.15,455,0.249,113,73.1,50,K,H,32.92,0,0,0,0,0
6063,22.36,593,0.166,98,82.93,25,P,N,33.57,0,0,0,0,0
6064,17.85,473,0.276,131,88.06,75,K,H,32.38,0,0,0,0,0
6065,17.4,462,0.258,119,78.16,50,K,H,31.31,0,0,0,0,0
6066,22.14,587,0.166,97,81.31,25,P,N,36.12,0,0,0,0,0
6067,23.1,613,0.218,134,116.48,75,P,N,36.22,0,0,0,0,0
6068,22.77,604,0.195,118,101.03,50,P,N,34.96,0,0,0,0,0
6069,18.09,480,0.306,147,100.19,75,K,H,31.76,0,0,0,0,0
6070,17.14,455,0.247,112,72.59,50,K,H,32.62,0,0,0,0,0
6071,22.91,608,0.196,119,103.13,50,P,N,33.88,0,0,0,0,0
6072,30.64,813,0.28,228,262.92,100,N,W,19.52,0,0,0,0,0
6073,30.26,803,0.264,212,241.56,100,N,W,19.73,0,0,0,0,0
6074,17.99,477,0.294,140,95.08,75,K,H,31.62,0,0,0,0,0
6075,30.13,799,0.244,195,221.91,75,N,W,20.75,0,0,0,0,0
6076,17.91,475,0.267,127,85.73,50,K,H,33.81,0,0,0,0,0
6077,22.53,598,0.186,111,94.22,50,P,N,34.52,0,0,0,0,0
6078,30.18,801,0.254,203,231.3,100,N,W,20,0,0,0,0,0
6079,17.97,477,0.267,127,86.22,50,K,H,32.14,0,0,0,0,0
6080,22.91,608,0.2,122,105.12,50,P,N,33.96,0,0,0,0,0
6081,29.82,791,0.22,174,195.35,75,N,W,17.58,0,0,0,0,0
6082,23.22,616,0.207,127,111.52,75,P,N,35.58,0,0,0,0,0
6083,17.12,454,0.238,108,69.67,25,K,H,31.4,0,0,0,0,0
6084,29.91,793,0.24,190,214.33,75,N,W,20.1,0,0,0,0,0
6085,17.7,469,0.261,122,81.6,50,K,H,31.74,0,0,0,0,0
6086,16.79,445,0.214,124,60.37,25,K,H,34.73,0,0,0,0,0
6087,17.52,465,0.248,115,76.06,50,K,H,32.86,0,0,0,0,0
6088,16.98,450,0.229,103,66.04,25,K,H,32.56,0,0,0,0,0
6089,29.89,793,0.244,193,218.04,75,N,W,20.77,0,0,0,0,0
6090,17.46,463,0.263,122,80.27,50,K,H,33.36,0,0,0,0,0
6091,22.68,602,0.164,99,84.52,25,P,N,34.97,0,0,0,0,0
6092,17.34,460,0.241,111,72.52,50,K,N,33.96,1,0,0,0,1
6093,22.97,609,0.197,120,103.75,50,P,N,34.44,0,0,0,0,0
6094,17.05,452,0.224,101,65.15,25,K,H,33.12,0,0,0,0,0
6095,17.26,458,0.241,111,71.96,50,K,H,34.36,0,0,0,0,0
6096,16.69,443,0.219,97,61.05,25,K,H,33.93,1,1,0,0,0
6097,17.44,463,0.268,124,81.54,50,K,H,31.87,0,0,0,0,0
6098,30.01,796,0.238,190,214.49,75,N,W,18.86,0,0,0,0,0
6099,22.13,587,0.175,103,85.55,25,P,N,35.95,0,0,0,0,0
6100,17.75,471,0.269,127,84.84,50,K,H,31.34,0,0,0,0,0
6101,17.23,457,0.235,108,69.9,25,K,H,32.13,0,0,0,0,0
6102,22.56,599,0.15,90,76.55,25,P,N,35.44,0,0,0,0,0
6103,22.87,607,0.181,110,94.69,50,P,N,35.63,0,0,0,0,0
6104,23.09,612,0.225,138,120.12,75,P,N,33.46,0,0,0,0,0
6105,22.25,590,0.151,89,74.5,25,P,N,34.5,0,0,0,0,0
6106,29.92,794,0.25,198,223.39,75,N,W,20.18,0,0,0,0,0
6107,22.69,602,0.2,120,103,50,P,N,35.35,0,0,0,0,0
6108,30.08,798,0.24,191,217.03,75,N,W,17.49,0,0,0,0,0
6109,17.54,465,0.259,121,79.67,50,K,H,33.29,0,0,0,0,0
6110,22.72,603,0.177,106,91.2,50,P,N,34.58,0,0,0,0,0
6111,17.02,452,0.211,95,61.21,25,K,H,33.7,0,0,0,0,0
6112,17.5,464,0.263,122,80.45,50,K,H,34.17,0,0,0,0,0
6113,22.55,598,0.185,111,94.29,50,P,N,35.97,0,0,0,0,0
6114,29.7,788,0.204,161,180.07,75,N,W,20.47,0,0,0,0,0
6115,17.13,454,0.225,102,66.07,25,K,H,32.63,0,0,0,0,0
6116,17.52,465,0.274,127,84.14,50,K,H,34.17,0,0,0,0,0
6117,29.61,785,0.226,177,197.94,75,N,H,19.77,1,0,0,0,1
6118,22.12,587,0.157,92,76.75,25,P,N,36.59,0,0,0,0,0
6119,30.03,797,0.241,192,217.7,75,N,W,18.98,0,0,0,0,0
6120,22.73,603,0.186,112,96.01,50,P,N,36.94,0,0,0,0,0
6121,30.03,797,0.244,194,220.13,75,N,W,19.85,0,0,0,0,0
6122,22.43,595,0.174,103,87.49,50,P,N,34.27,0,0,0,0,0
6123,29.95,795,0.228,181,204.75,75,N,W,19.67,0,0,0,0,0
6124,17.23,457,0.24,110,71.22,50,K,H,35.55,0,0,0,0,0
6125,17.09,453,0.239,108,69.87,25,K,H,31.51,0,0,0,0,0
6126,29.69,788,0.209,165,184.27,75,N,W,20.15,0,0,0,0,0
6127,30.21,801,0.265,212,241.87,100,N,W,20.9,0,0,0,0,0
6128,22.52,597,0.199,119,100.8,50,P,N,34.7,0,0,0,0,0
6129,22.69,602,0.182,110,93.71,50,P,N,35.31,0,0,0,0,0
6130,22.69,602,0.192,116,99,50,P,N,36.19,0,0,0,0,0
6131,30.01,796,0.228,181,204.9,75,N,W,19.86,0,0,0,0,0
6132,16.9,448,0.214,125,61.14,25,K,H,33.27,0,0,0,0,0
6133,17.69,469,0.272,128,85.26,50,K,H,31.14,0,0,0,0,0
6134,17.63,468,0.27,126,84.04,50,K,H,33.11,0,0,0,0,0
6135,30.28,803,0.265,213,242.99,100,N,W,19.45,0,0,0,0,0
6136,17.02,451,0.224,101,64.79,25,K,H,33.47,0,0,0,0,0
6137,17.31,459,0.242,111,72.54,50,K,H,32.68,0,0,0,0,0
6138,23.41,621,0.196,121,107.24,50,P,N,33.92,0,0,0,0,0
6139,17.61,467,0.264,123,81.85,50,K,H,32.87,0,0,0,0,0
6140,22.62,600,0.18,108,92.13,50,P,N,35.22,0,0,0,0,0
6141,22.81,605,0.191,115,99.14,50,P,N,35.47,0,0,0,0,0
6142,17.56,466,0.259,121,79.99,50,K,H,32.82,0,0,0,0,0
6143,22.04,585,0.144,84,70.09,0,P,N,33.23,0,0,0,0,0
6144,22.63,600,0.191,115,97.75,50,P,N,35.02,0,0,0,0,0
6145,16.98,451,0.219,128,63.18,25,K,H,33.78,0,0,0,0,0
6146,30.49,809,0.269,218,250.48,100,N,W,19.6,0,0,0,0,0
6147,22.57,599,0.175,105,89.32,50,P,N,36.4,0,0,0,0,0
6148,30.05,797,0.245,195,221.15,75,N,W,19.37,0,0,0,0,0
6149,29.67,787,0.238,188,209.84,75,N,W,17.77,0,0,0,0,0
6150,17.52,465,0.255,119,78.39,50,K,H,33.27,0,0,0,0,0
6151,29.85,792,0.233,185,207.92,75,N,W,19.92,0,0,0,0,0
6152,17.16,455,0.23,136,67.55,25,K,H,33.99,1,0,1,0,0
6153,23.05,611,0.214,131,113.57,75,P,N,34.05,0,0,0,0,0
6154,29.64,786,0.244,192,214.25,75,N,W,19.33,0,0,0,0,0
6155,30.17,800,0.258,206,234.66,100,N,W,20.11,0,0,0,0,0
6156,22.22,589,0.171,101,84.25,25,P,N,34.57,0,0,0,0,0
6157,22.63,600,0.164,98,83.79,25,P,N,34.59,0,0,0,0,0
6158,30.26,803,0.273,219,250.14,100,N,W,18.71,0,0,0,0,0
6159,17.46,463,0.243,113,74.15,50,K,H,34.01,0,0,0,0,0
6160,22.7,602,0.179,108,92.39,50,P,N,35.8,0,0,0,0,0
6161,29.75,789,0.233,184,206.52,75,N,W,19.42,0,0,0,0,0
6162,17.18,456,0.231,105,68.29,25,K,H,32.93,0,0,0,0,0
6163,22.78,604,0.192,116,99.43,50,P,N,34.36,0,0,0,0,0
6164,17.24,457,0.254,116,75.31,50,K,H,34.68,0,0,0,0,0
6165,16.98,450,0.22,99,63.41,25,K,H,34.28,0,0,0,0,0
6166,29.33,778,0.201,156,172.82,75,N,W,17.98,0,0,0,0,0
6167,22.85,606,0.181,110,94.46,50,P,N,35.48,0,0,0,0,0
6168,30.08,798,0.241,193,218.3,75,N,W,17.98,0,0,0,0,0
6169,30.25,802,0.258,207,236.06,100,N,W,20.26,0,0,0,0,0
6170,22.24,590,0.169,100,83.47,25,P,N,35.12,0,0,0,0,0
6171,17.57,466,0.253,118,78.24,50,K,H,32.94,0,0,0,0,0
6172,22.74,603,0.192,116,99.32,50,P,N,33.51,0,0,0,0,0
6173,17.52,465,0.262,122,80.36,50,K,H,32.88,0,0,0,0,0
6174,21.97,583,0.143,83,68.85,0,P,N,34.1,1,1,0,0,0
6175,30.34,805,0.269,216,247.26,100,N,W,20.26,0,0,0,0,0
6176,17.79,472,0.296,140,93.83,75,K,H,33.83,0,0,0,0,0
6177,17.45,463,0.253,117,77.03,50,K,H,31.87,0,0,0,0,0
6178,23.05,612,0.209,128,110.89,75,P,N,35.02,0,0,0,0,0
6179,29.78,790,0.231,182,204.64,75,N,W,19.74,0,0,0,0,0
6180,17.43,462,0.243,112,73.9,50,K,H,34.2,0,0,0,0,0
6181,29.96,795,0.23,183,206.59,75,N,W,18.98,0,0,0,0,0
6182,17.46,463,0.267,123,81.26,50,K,H,31.63,0,0,0,0,0
6183,22.72,603,0.178,107,91.7,50,P,N,36.43,0,0,0,0,0
6184,30.18,801,0.261,209,237.41,100,N,W,19.49,0,0,0,0,0
6185,17.11,454,0.242,110,70.93,50,K,H,30.23,0,0,0,0,0
6186,29.37,779,0.22,171,189.56,75,N,W,21.18,0,0,0,0,0
6187,22.74,603,0.17,103,87.99,25,P,N,36.63,0,0,0,0,0
6188,29.76,789,0.217,171,192.2,75,N,W,21.36,0,0,0,0,0
6189,29.83,791,0.255,201,226.62,75,N,W,18.19,0,0,0,0,0
6190,30.28,803,0.273,219,250.47,100,N,W,19.73,0,0,0,0,0
6191,30.49,809,0.274,221,254.59,100,N,W,21.32,0,0,0,0,0
6192,17.5,464,0.257,120,78.85,50,K,H,32.68,0,0,0,0,0
6193,30.81,817,0.293,240,278.54,100,N,W,18.88,0,0,0,0,0
6194,17.23,457,0.23,105,68.27,25,K,H,32.93,0,0,0,0,0
6195,17.57,466,0.262,122,80.93,50,K,H,31.51,0,0,0,0,0
6196,17.42,462,0.271,125,82.14,50,K,H,34.22,0,0,0,0,0
6197,30.1,798,0.269,215,243.85,100,N,W,18.9,0,0,0,0,0
6198,22.58,599,0.166,99,84.51,25,P,N,35.63,0,0,0,0,0
6199,22.38,594,0.172,102,86.03,25,P,N,35.6,0,0,0,0,0
6200,17.92,475,0.297,141,95.22,75,K,H,34.58,0,0,0,0,0
6201,17.44,463,0.245,113,74.55,50,K,H,32.29,0,0,0,0,0
6202,17.2,456,0.252,115,74.53,50,K,H,32.49,0,0,0,0,0
6203,29.75,789,0.228,180,201.54,75,N,W,20.59,0,0,0,0,0
6204,29.84,792,0.232,184,206.66,75,N,W,21.76,0,0,0,0,0
6205,30.26,803,0.243,195,222.76,75,N,W,19.91,0,0,0,0,0
6206,29.59,785,0.243,191,212.82,75,N,W,18.31,0,0,0,0,0
6207,17.68,469,0.282,132,88.32,75,K,H,32.62,0,0,0,0,0
6208,29.74,789,0.219,173,193.5,75,N,W,22.01,0,0,0,0,0
6209,22.84,606,0.196,119,102.1,50,P,N,35.95,0,0,0,0,0
6210,17.49,464,0.272,126,83.1,50,K,H,33.56,0,0,0,0,0
6211,22.61,600,0.196,118,100.26,50,P,N,34.85,0,0,0,0,0
6212,17.6,467,0.269,126,83.42,50,K,H,30,0,0,0,0,0
6213,30.14,799,0.244,195,221.4,75,N,W,19.87,0,0,0,0,0
6214,23.08,612,0.217,133,115.7,75,P,N,35.2,0,0,0,0,0
6215,17.6,467,0.255,119,78.83,50,K,H,32.55,0,0,0,0,0
6216,22.1,586,0.148,87,72.47,0,P,N,36.7,0,0,0,0,0
6217,22.73,603,0.183,110,94.66,50,P,N,35.57,0,0,0,0,0
6218,29.71,788,0.239,189,211.26,75,N,W,19.32,0,0,0,0,0
6219,18.11,480,0.309,148,101.24,75,K,H,31.87,0,0,0,0,0
6220,29.99,795,0.255,203,229.44,100,N,W,19.1,0,0,0,0,0
6221,17.45,463,0.27,125,82.23,50,K,H,32.04,0,0,0,0,0
6222,29.78,790,0.237,187,210.45,75,N,W,19.5,0,0,0,0,0
6223,22.9,607,0.201,122,105.26,50,P,N,33.46,0,0,0,0,0
6224,22.21,589,0.174,102,85.78,25,P,N,33.95,0,0,0,0,0
6225,17.32,460,0.241,111,72.34,50,K,H,32.61,0,0,0,0,0
6226,29.97,795,0.236,188,211.92,75,N,W,20.9,0,0,0,0,0
6227,30.07,798,0.262,209,236.84,100,N,W,20.35,0,0,0,0,0
6228,22.94,609,0.208,127,109.75,75,P,N,35.83,0,0,0,0,0
6229,22.62,600,0.181,109,92.67,50,P,N,34.49,0,0,0,0,0
6230,17.43,462,0.276,128,83.98,50,K,H,33.45,0,0,0,0,0
6231,30.46,808,0.251,203,232.96,100,N,W,19.37,0,0,0,0,0
6232,17.24,457,0.241,110,71.62,50,K,H,33.44,0,0,0,0,0
6233,30.29,803,0.265,213,243.32,100,N,W,18.91,0,0,0,0,0
6234,22.5,597,0.17,101,85.9,25,P,N,35.02,0,0,0,0,0
6235,29.75,789,0.229,180,202.4,75,N,W,20.21,0,0,0,0,0
6236,17.9,475,0.296,140,94.8,75,K,H,34.34,0,0,0,0,0
6237,22.65,601,0.192,115,98.53,50,P,N,35.58,0,0,0,0,0
6238,30.26,803,0.249,200,227.82,75,N,H,17.8,1,0,0,0,1
6239,29.73,789,0.216,170,190.75,75,N,W,19.03,0,0,0,0,0
6240,22.83,606,0.189,115,98.67,50,P,N,33.72,0,0,0,0,0
6241,17.58,466,0.282,131,87.02,75,K,H,34.69,0,0,0,0,0
6242,22.95,609,0.195,119,102.55,50,P,N,33.92,0,0,0,0,0
6243,29.53,783,0.227,178,198.02,75,N,W,17.31,0,0,0,0,0
6244,22.72,603,0.188,113,97.21,50,P,N,35.14,0,0,0,0,0
6245,30.3,804,0.263,212,241.72,100,N,W,19.23,0,0,0,0,0
6246,22.93,608,0.208,127,109.54,75,P,N,36.46,0,0,0,0,0
6247,22.36,593,0.153,91,76.43,25,P,N,33.53,0,0,0,0,0
6248,29.61,785,0.236,237,206.92,75,N,W,19.27,1,0,0,1,0
6249,29.97,795,0.246,196,221.4,75,N,W,20.26,0,0,0,0,0
6250,17.24,457,0.252,115,74.8,50,K,H,31.64,0,0,0,0,0
6251,30.12,799,0.253,202,229.79,100,N,W,19.92,0,0,0,0,0
6252,17.54,465,0.253,118,77.7,50,K,H,32.18,0,0,0,0,0
6253,17.78,472,0.27,128,85.52,50,K,H,31.36,0,0,0,0,0
6254,23.12,613,0.216,133,115.54,75,P,N,35.33,0,0,0,0,0
6255,17.37,461,0.259,119,78.13,50,K,H,31.37,0,0,0,0,0
6256,22.52,597,0.171,102,86.58,25,P,N,35.36,0,0,0,0,0
6257,23.01,610,0.198,121,104.62,50,P,N,34.78,0,0,0,0,0
6258,17.61,467,0.277,129,85.84,50,K,H,32.38,0,0,0,0,0
6259,17.06,452,0.227,103,66.1,25,K,H,32.55,0,0,0,0,0
6260,30.49,809,0.271,219,251.83,100,N,W,19.02,0,0,0,0,0
6261,29.94,794,0.236,188,211.73,75,N,W,19.54,0,0,0,0,0
6262,30.14,800,0.238,190,216.47,75,N,W,21.64,0,0,0,0,0
6263,29.78,790,0.261,207,231.9,100,N,W,18.54,0,0,0,0,0
6264,30.38,806,0.262,211,242.15,100,N,W,20.72,0,0,0,0,0
6265,17.22,457,0.239,109,70.81,50,K,H,33.69,0,0,0,0,0
6266,17.47,463,0.258,120,78.75,50,K,H,32.16,0,0,0,0,0
6267,22.44,595,0.166,99,83.71,25,P,N,34.91,0,0,0,0,0
6268,29.62,786,0.221,222,194.05,75,N,W,20.87,1,0,0,1,0
6269,22.99,610,0.194,118,102.53,50,P,N,35.71,0,0,0,0,0
6270,17.33,460,0.239,110,71.72,50,K,H,30.92,0,0,0,0,0
6271,30.2,801,0.256,205,233.96,100,N,W,16.32,0,0,0,0,0
6272,22.92,608,0.183,111,96.15,50,P,N,35.08,0,0,0,0,0
6273,30.29,803,0.255,204,233.49,100,N,W,20.44,0,0,0,0,0
6274,17.64,468,0.262,123,81.69,50,K,H,32.54,0,0,0,0,0
6275,30.32,804,0.26,209,239.25,100,N,W,19.56,0,0,0,0,0
6276,17.58,466,0.255,119,78.87,50,K,H,32.89,0,0,0,0,0
6277,30.32,804,0.264,212,242.76,100,N,W,21.44,0,0,0,0,0
6278,30.19,801,0.241,193,219.25,75,N,W,18.74,0,0,0,0,0
6279,17.32,460,0.249,115,74.85,50,K,H,33.81,0,0,0,0,0
6280,22.63,600,0.205,123,105.06,50,P,N,35.2,0,0,0,0,0
6281,17.46,463,0.255,118,77.79,50,K,H,32.69,0,0,0,0,0
6282,22.3,592,0.159,94,79.26,25,P,N,34.17,0,0,0,0,0
6283,22.98,609,0.201,123,106.35,50,P,N,37.02,0,0,0,0,0
6284,22.68,602,0.189,113,97.04,50,P,N,36.15,0,0,0,0,0
6285,22.74,603,0.212,128,109.76,75,P,N,35.67,0,0,0,0,0
6286,30.29,803,0.263,212,241.62,100,N,W,19.13,0,0,0,0,0
6287,17.51,465,0.262,122,80.34,50,K,H,32.26,0,0,0,0,0
6288,17.59,467,0.272,127,84.25,50,K,H,32.18,0,0,0,0,0
6289,22.73,603,0.178,108,92.19,50,P,N,35.12,0,0,0,0,0
6290,30.54,810,0.283,229,264.13,100,N,W,19.36,0,0,0,0,0
6291,30.06,797,0.228,182,205.75,75,N,W,20.45,0,0,0,0,0
6292,30.14,799,0.255,204,231.7,100,N,W,17.91,0,0,0,0,0
6293,17.55,466,0.242,113,74.6,50,K,H,32.19,0,0,0,0,0
6294,29.86,792,0.243,192,216.32,75,N,W,19.85,0,0,0,0,0
6295,17.61,467,0.281,131,87.15,75,K,H,32.42,0,0,0,0,0
6296,17.37,461,0.243,112,73.19,50,K,H,32.71,0,0,0,0,0
6297,22.6,599,0.164,99,83.92,25,P,N,36.81,0,0,0,0,0
6298,30.17,800,0.245,196,222.69,75,N,W,21.57,0,0,0,0,0
6299,30.16,800,0.244,195,221.74,75,N,W,19.92,0,0,0,0,0
6300,22.51,597,0.183,109,92.58,50,P,N,33.34,0,0,0,0,0
6301,22.68,602,0.184,111,94.71,50,P,N,35.84,0,0,0,0,0
6302,22.68,602,0.171,103,87.94,25,P,N,32.92,0,0,0,0,0
6303,17.05,452,0.228,103,66.38,25,K,H,33.74,0,0,0,0,0
6304,30.01,796,0.238,189,213.84,75,N,W,18.48,0,0,0,0,0
6305,29.59,785,0.23,181,201.53,75,N,W,21.09,0,0,0,0,0
6306,22.21,589,0.149,88,73.29,0,P,N,34.33,0,0,0,0,0
6307,22.46,596,0.182,108,91.56,50,P,N,35.04,0,0,0,0,0
6308,16.9,448,0.208,93,59.39,0,K,H,33.53,0,0,0,0,0
6309,17.03,452,0.227,103,65.81,25,K,H,32.98,0,0,0,0,0
6310,17.66,468,0.244,115,76.23,50,K,H,34.49,0,0,0,0,0
6311,22.85,606,0.186,113,97.28,50,P,N,35.72,0,0,0,0,0
6312,30.09,798,0.229,183,207.48,75,N,W,19.42,0,0,0,0,0
6313,17.15,455,0.238,141,70.16,25,K,H,32.99,1,0,1,0,0
6314,29.83,791,0.25,198,222.62,75,N,W,18.8,0,0,0,0,0
6315,16.6,440,0.212,93,58.52,0,K,H,32.81,1,1,0,0,0
6316,22.45,595,0.178,106,89.67,50,P,N,37.28,0,0,0,0,0
6317,22.82,605,0.177,107,92.46,50,P,N,37.5,0,0,0,0,0
6318,29.86,792,0.231,183,206.12,75,N,W,16.6,0,0,0,0,0
6319,30.15,800,0.241,193,219.13,75,N,W,19.93,0,0,0,0,0
6320,17.94,476,0.282,134,90.7,75,K,H,35.1,0,0,0,0,0
6321,17.49,464,0.258,120,78.9,50,K,H,33.69,0,0,0,0,0
6322,17.33,460,0.244,112,73.15,50,K,H,33.36,0,0,0,0,0
6323,29.77,790,0.223,176,198.08,75,N,W,18.55,0,0,0,0,0
6324,30.04,797,0.258,206,232.89,100,N,W,20.31,0,0,0,0,0
6325,22.02,584,0.146,86,71.01,0,P,N,34.77,0,0,0,0,0
6326,29.92,794,0.225,178,201.19,75,N,W,18.08,0,0,0,0,0
6327,17.03,452,0.231,104,66.89,25,K,H,33.45,0,0,0,0,0
6328,22.51,597,0.171,102,86.63,25,P,N,33.41,0,0,0,0,0
6329,22.74,603,0.191,115,98.6,50,P,N,35.78,0,0,0,0,0
6330,29.93,794,0.232,184,207.94,75,N,W,20.79,0,0,0,0,0
6331,17.15,455,0.236,140,69.49,25,K,H,33.21,1,0,1,0,0
6332,17.28,458,0.241,110,71.92,50,K,H,33.14,0,0,0,0,0
6333,29.9,793,0.228,181,203.55,75,N,W,20.39,0,0,0,0,0
6334,17.16,455,0.229,104,67.32,25,K,W,33.93,1,0,1,0,1
6335,22.62,600,0.194,116,99.22,50,P,N,34.52,0,0,0,0,0
6336,23.1,613,0.214,131,114.3,75,P,N,33.96,0,0,0,0,0
6337,22.05,585,0.136,79,66.06,0,P,N,33.99,0,0,0,0,0
6338,22.7,602,0.178,107,91.72,50,P,N,34.82,0,0,0,0,0
6339,30.2,801,0.257,206,234.54,100,N,W,17.84,0,0,0,0,0
6340,17.64,468,0.268,125,83.38,50,K,H,33.86,0,0,0,0,0
6341,17.81,472,0.263,124,83.49,50,K,H,32.95,0,0,0,0,0
6342,22.98,610,0.197,120,104.18,50,P,N,34.74,0,0,0,0,0
6343,17.83,473,0.261,124,83.11,50,K,H,34.41,0,0,0,0,0
6344,30.2,801,0.244,196,222.81,75,N,W,19.76,0,0,0,0,0
6345,17.04,452,0.225,102,65.35,25,K,H,34.95,0,0,0,0,0
6346,29.79,790,0.228,180,202.26,75,N,W,18.72,0,0,0,0,0
6347,22.82,605,0.19,115,98.94,50,P,N,36.02,0,0,0,0,0
6348,17.64,468,0.278,130,86.39,50,K,H,30.33,0,0,0,0,0
6349,29.83,791,0.245,194,217.76,75,N,W,17.17,0,0,0,0,0
6350,22.2,589,0.144,85,71.06,0,P,N,34.39,0,0,0,0,0
6351,16.64,441,0.207,91,57.28,0,K,H,34.21,1,1,0,0,0
6352,22.99,610,0.209,128,110.66,75,P,N,35.97,0,0,0,0,0
6353,22.59,599,0.175,105,89.27,50,P,N,34.74,0,0,0,0,0
6354,22.82,605,0.186,112,96.65,50,P,N,34.59,0,0,0,0,0
6355,22.43,595,0.189,113,95.12,50,P,N,34.24,0,0,0,0,0
6356,17.08,453,0.248,112,72.27,50,K,H,31.82,0,0,0,0,0
6357,17.23,457,0.225,103,66.71,25,K,H,33.05,0,0,0,0,0
6358,17.82,473,0.291,137,92.29,75,K,H,32.46,0,0,0,0,0
6359,29.15,773,0.214,165,181.76,75,N,W,18.83,0,0,0,0,0
6360,29.61,785,0.213,168,187.07,75,N,W,19.51,0,0,0,0,0
6361,29.75,789,0.234,185,207.05,75,N,W,19.32,0,0,0,0,0
6362,29.85,792,0.223,177,199.02,75,N,W,18.99,0,0,0,0,0
6363,30.06,797,0.25,199,225.47,75,N,W,19.72,0,0,0,0,0
6364,29.72,788,0.23,181,203.19,75,N,W,17.7,0,0,0,0,0
6365,22.91,608,0.214,130,112.16,75,P,N,34.36,0,0,0,0,0
6366,29.66,787,0.231,182,203.4,75,N,W,17.9,0,0,0,0,0
6367,29.96,795,0.238,189,213.59,75,N,W,20.12,0,0,0,0,0
6368,30.22,802,0.257,206,234.28,100,N,W,19.45,0,0,0,0,0
6369,29.77,790,0.221,174,195.79,75,N,W,18.84,0,0,0,0,0
6370,22.26,590,0.152,89,75.06,25,P,N,34.62,0,0,0,0,0
6371,17.27,458,0.265,121,79.04,50,K,H,33.13,0,0,0,0,0
6372,29.95,794,0.239,190,214.28,75,N,W,20.69,0,0,0,0,0
6373,17.46,463,0.239,111,72.83,50,K,H,31.88,0,0,0,0,0
6374,29.76,789,0.226,179,200.41,75,N,W,20.14,0,0,0,0,0
6375,23.22,616,0.198,122,106.51,50,P,N,35.9,0,0,0,0,0
6376,30.3,804,0.26,209,239.14,100,N,W,19.16,0,0,0,0,0
6377,29.73,789,0.22,174,194.7,75,N,W,20.71,0,0,0,0,0
6378,22.71,602,0.163,98,84.24,25,P,N,35.27,0,0,0,0,0
6379,16.81,446,0.207,92,58.45,0,K,H,31.8,0,0,0,0,0
6380,16.68,442,0.186,107,51.81,0,K,H,32.81,1,1,0,0,0
6381,22.79,604,0.199,120,103.15,50,P,N,34.95,0,0,0,0,0
6382,17.45,463,0.247,114,75.31,50,K,H,33.57,0,0,0,0,0
6383,29.65,786,0.206,162,180.94,75,N,W,18.83,0,0,0,0,0
6384,17.21,456,0.244,111,72.29,50,K,H,32.89,0,0,0,0,0
6385,17.23,457,0.253,116,75.16,50,K,H,32.25,0,0,0,0,0
6386,22.57,599,0.173,104,88.36,50,P,N,34.04,0,0,0,0,0
6387,22.46,596,0.176,105,88.62,50,P,N,35.26,0,0,0,0,0
6388,23.07,612,0.212,130,112.79,75,P,N,35.12,0,0,0,0,0
6389,22.84,606,0.169,103,88.33,25,P,N,35.92,0,0,0,0,0
6390,23.07,612,0.21,129,111.92,75,P,N,36.44,0,0,0,0,0
6391,22.83,606,0.173,105,90.35,50,P,N,35.54,0,0,0,0,0
6392,17.74,471,0.256,121,80.61,50,K,H,32.34,0,0,0,0,0
6393,23.06,612,0.199,122,105.76,50,P,N,34.56,0,0,0,0,0
6394,30.18,801,0.241,193,219.91,75,N,W,19.57,0,0,0,0,0
6395,17.47,463,0.246,114,75.07,50,K,H,31.29,0,0,0,0,0
6396,17.01,451,0.244,110,70.55,50,K,H,31.26,0,0,0,0,0
6397,22.91,608,0.192,117,100.92,50,P,N,32.95,0,0,0,0,0
6398,17.16,455,0.234,107,69,25,K,H,34,0,0,0,0,0
6399,17.34,460,0.245,113,73.79,50,K,H,31.33,0,0,0,0,0
6400,29.36,779,0.2,155,172.08,75,N,W,19.29,0,0,0,0,0
6401,17.46,463,0.245,113,74.5,50,K,H,34.14,0,0,0,0,0
6402,16.94,449,0.215,97,61.63,25,K,H,33.27,0,0,0,0,0
6403,22.65,601,0.178,107,91.47,50,P,N,35.47,0,0,0,0,0
6404,17.08,453,0.252,114,73.51,50,K,H,34,0,0,0,0,0
6405,30.39,806,0.269,217,248.38,100,N,W,19.76,0,0,0,0,0
6406,17.26,458,0.248,113,73.84,50,K,H,32.09,0,0,0,0,0
6407,17.62,467,0.26,121,80.61,50,K,H,31.72,0,0,0,0,0
6408,29.63,786,0.225,226,197.1,75,N,W,19.8,1,0,0,1,0
6409,30.51,809,0.266,216,248.04,100,N,W,20.12,0,0,0,0,0
